url,slokenumber,text
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"""If Angada the lord f the monkeys is not rejoiced, he would not have damaged my madhuvana,  which belongs to my father and grandfather as well as protected by my forbears. Get consoled well, O  virtuous Rama, the splendid son of Kausalya!"""
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"""Seetha was seen. There is no doubt. None other than Hanuma must have seen Seetha. There  is indeed none other than Hanuma, who is the executor."""
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"""O Rama, having a very good understanding! In Hanuma, qualities like capacity to accomplish  any object, intelligence, strenuous effort and vigour are unchangeable, like a splendour in the sun."""
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"""Where Jambavan is a leader; Angada as the commander of troops and moreover Hanuma as  the administer, the progress of that work cannot be as otherwise."""
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"""O Rama, of unlimited prowess! Do not encounter troubled thoughts now!"" Meanwhile, when  the monkeys, who are proud of Hanuma's performance and who are making noise as though they are proclaiming  about the accomplishment of their act are approaching Kishkindha Sugreeva heard certain sounds expressing  joy, in the vicinity of the sky."""
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Then, hearing that clamour of the monkeys, Sugreeva the chief of the monkeys became rejoiced  at heart, duly stretching and curling up his tail (in joy)."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Keeping Angada and Hanuma in front of them, those monkeys too arrived with their eagerness  to see Rama."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Those heroes, having Angada as their chief, exceedingly pleased as they were and filled  with joy, landed at the vicinity of Sugreeva and Rama."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Thereafter, the mighty armed Hanuma, offering his salutation in bending his head low,  informed Rama that Seetha the princess is constant in devotion to Rama and sound in body."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Hearing the nectar-like words, saying ""Seetha was found"" from the mouth of Hanuma, Rama  and Lakshmana felt happy."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Thereupon, Lakshmana with love looked with reverence on the joyful Sugreeva, who earlier  decidedly apprised about the aforesaid Hanuma, having accomplished the task."
https://www.valmikiramayan.net/utf8/sundara/sarga64/sundarasans64.htm,[],"Rama, the annihilator of hostile heroes, who obtained a great joy, looked on Hanuma with  a high esteem."
