url,slokenumber,text
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-18b', ' 19a']","And they with their elephantine, mountainous and prodigious bodies quickly took     birth in bears, monkeys, sacred langoors. [1-17-18b, 19a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-19b', ' 20a']","Those that are procreated have attained the shape, getup and valour of the god     that has fathered them, and thus the monkey race is procreated separately and     individually. [1-17-19b, 20a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-20b', ' 21a']","Some of the vanara-s endowed with superior valour are born to female langoors,     and like that some more to female bears and kinnaraa-s. [1-17-20b, 21a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['21b', ' 22', ' 23', ' 24a', ' b']","Several of the gods, great-sages, gandharva-s, eagles, yaksha-s, and the celebrated     reptiles, kimpurusha-s, siddha-s, vidyaadharaa-s, uraga-s and caarana-s and even     the prominent maidens of apsara-s, she-vidyaadharaa-s, naaga, gandharva-s then     gladly procreated all of the thousands of forest-ranging and valiant vanara sons     from their bodies that are forest rangers. [21b, 22, 23, 24a, b]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-24c', ' 25a']","They are endowed with guise changing faculties, with bodily might and by their     pride and might are identical to lions and tigers, and they are born-free in their     movement in forests. [1-17-24c, 25a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-25b', ' 26a']","All of them are the assaulters with stones, and all are the attackers with trees,     and all have their nails and claws as their weapons, yet all are experts in missiles.     [1-17-25b, 26a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-26b', ' 27a']","They can rock greatest mountains, rip firm rooted trees, and with their speed     they can agitate the of lord of rivers, namely the ocean. [1-17-26b, 27a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-27b', ' 28a']","They can shatter the ground with their two feet, leap and cross over great oceans,     and they can seize the clouds entering arch of heaven. [1-17-27b, 28a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-28b', ' 29a']","They can catch ruttish elephants that tumultuously move in forests, and just with     the sound of their blare they make sky flying birds to fall. [1-17-28b, 29a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-29b', '     30a']","Thus the gods and others have procreated millions of such noble souled Vaanaras     as the chiefs of warriors who can change their guise at their wish. [1-17-29b,     30a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-30a', ' 31b']","Those vanara generals who took birth thus became the prominent generals among     the principle battalions of monkeys, and they have also procreated brave monkeys     on their own. [1-17-30a, 31b]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-31b', ' 32a']","Some thousands of them stayed on the ridges of Mt. Rikshavat while others reached     many kinds of other mountains and forests. [1-17-31b, 32a]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,"['1-17-32b', ' 33']","All of the monkeys stood by the brothers, namely the son of Indra Vali, and the     son of sun Sugreeva, and even with the monkey generals like Nala, Neela and Hanuma     et al. [1-17-32b, 33]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,['1-17-34'],"All of those who are well-versed in warfare and endowed with the might of divine     eagle Garuda, used to thwart the pride of lions, tigers and great snakes just     by their own prideful subjugation while they move about the forests. [1-17-34]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,['1-17-35'],"He who is adroit, extremely mighty, and highly indomitable, that Vali protected     bears, langoors, and monkeys just by the strength of his arms. [1-17-35]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,['1-17-36'],"The earth with its mountains, forests and oceanward places is overspread with     those brave ones that possess diverse physiques and peculiar indication marks     of their stock. [1-17-36]"
https://www.valmikiramayan.net/utf8/baala/sarga17/balasans17.htm,['1-17-37'],"The earth is thus suffused with those mighty army generals of Vanara race whose     physiques resembled the clusters of clouds and peaks of mountains, and who have     emerged for the reason of helping Rama. [1-17-37]"
